barracks_status_dire,barracks_status_radiant,dire_score,duration,first_blood_time,radiant_score,radiant_win,tower_status_dire,tower_status_radiant,dire_win
4,6,39,32.5,0.0,46,1.0,4,6,0.0
6,2,54,27.0,1.7,25,0.0,10,1,1.0
1,6,29,46.3,0.0,62,1.0,0,6,0.0
2,6,33,40.4,0.4,51,1.0,1,6,0.0
2,4,40,46.2,2.1,48,1.0,1,5,0.0
1,5,74,74.3,0.2,60,1.0,0,3,0.0
6,0,39,41.5,0.1,33,0.0,6,0,1.0
2,4,45,44.7,1.9,53,1.0,1,4,0.0
4,6,33,36.1,2.6,44,1.0,3,10,0.0
4,6,39,36.2,0.5,40,1.0,4,8,0.0
6,0,46,51.6,2.0,33,0.0,7,0,1.0
4,4,50,39.1,0.2,49,1.0,3,3,0.0
6,0,60,43.3,1.0,52,0.0,9,0,1.0
6,0,76,57.7,2.5,64,0.0,5,0,1.0
4,4,57,68.8,1.0,54,0.0,4,2,1.0
2,6,30,35.7,1.8,45,1.0,2,7,0.0
0,6,16,28.4,2.0,33,1.0,0,9,0.0
4,2,58,48.8,0.2,58,1.0,2,1,0.0
6,2,54,39.4,0.0,25,0.0,8,1,1.0
2,6,27,36.2,0.2,44,1.0,1,9,0.0
6,0,60,51.6,0.3,41,0.0,6,0,1.0
5,0,48,52.1,3.1,38,0.0,5,0,1.0
4,4,45,46.8,0.9,49,1.0,3,5,0.0
2,6,27,41.3,3.6,46,1.0,1,8,0.0
4,6,13,20.0,2.1,24,1.0,5,11,0.0
6,2,70,38.8,1.5,35,0.0,7,1,1.0
6,2,42,41.2,0.0,50,0.0,5,2,1.0
2,6,29,39.1,1.6,49,1.0,1,8,0.0
6,0,40,41.2,2.1,38,0.0,8,0,1.0
4,6,43,40.4,1.9,41,1.0,4,6,0.0
4,6,16,22.8,0.0,46,1.0,2,11,0.0
4,6,15,22.6,0.0,39,1.0,3,10,0.0
2,0,51,39.1,0.2,52,0.0,3,0,1.0
0,4,42,51.0,3.4,40,1.0,0,6,0.0
6,2,47,31.5,0.4,23,0.0,8,1,1.0
0,6,40,46.6,0.2,60,1.0,0,5,0.0
6,4,51,34.0,0.0,22,0.0,4,2,1.0
4,6,21,30.4,0.5,40,1.0,2,9,0.0
2,6,36,44.9,0.9,64,1.0,1,10,0.0
0,6,38,32.0,0.3,44,1.0,0,10,0.0
4,6,6,18.4,0.1,27,1.0,3,11,0.0
6,0,55,36.3,0.2,15,0.0,10,0,1.0
4,6,18,31.9,0.1,46,1.0,2,11,0.0
6,0,44,37.7,1.8,26,0.0,6,0,1.0
4,6,31,35.1,0.1,49,1.0,2,10,0.0
4,6,28,40.4,2.0,48,1.0,4,8,0.0
2,6,13,19.9,0.0,30,1.0,1,11,0.0
2,6,44,44.8,0.0,56,1.0,2,5,0.0
0,6,41,53.8,3.4,58,1.0,0,4,0.0
0,5,46,41.3,0.8,46,1.0,0,5,0.0
2,6,31,30.2,1.1,43,1.0,1,9,0.0
2,6,21,34.4,0.1,33,1.0,1,9,0.0
2,6,27,42.5,2.2,40,1.0,0,7,0.0
0,6,26,35.9,1.4,41,1.0,0,10,0.0
4,6,24,38.6,3.4,40,1.0,1,6,0.0
6,4,57,59.8,2.8,46,0.0,4,4,1.0
4,2,28,50.1,3.3,45,1.0,2,4,0.0
5,6,32,48.4,4.4,37,1.0,3,4,0.0
4,6,44,45.3,0.2,39,1.0,3,3,0.0
6,0,53,36.2,2.7,29,0.0,10,0,1.0
2,2,36,42.5,2.8,19,0.0,3,2,1.0
6,2,45,46.6,3.2,28,0.0,8,1,1.0
6,2,48,42.3,0.7,21,0.0,9,1,1.0
0,6,29,37.0,2.1,46,1.0,0,8,0.0
6,4,26,30.8,1.7,11,0.0,8,2,1.0
6,2,51,31.8,1.5,19,0.0,10,0,1.0
2,6,43,44.3,0.8,47,1.0,1,6,0.0
6,2,43,33.5,2.6,26,0.0,9,1,1.0
6,0,32,24.2,1.3,7,0.0,11,0,1.0
6,0,35,24.9,0.2,13,0.0,10,0,1.0
2,6,36,41.7,0.2,52,1.0,1,6,0.0
2,6,8,31.2,1.8,36,1.0,1,10,0.0
6,0,40,34.3,2.2,19,0.0,9,0,1.0
0,5,45,51.6,1.5,52,1.0,0,5,0.0
6,4,53,50.0,2.4,36,0.0,6,1,1.0
4,6,51,57.1,1.5,48,1.0,2,7,0.0
6,0,45,28.3,2.2,24,0.0,10,0,1.0
4,6,17,29.5,0.8,45,1.0,2,10,0.0
0,6,13,27.3,1.2,34,1.0,0,11,0.0
2,6,28,47.6,4.6,52,1.0,0,9,0.0
4,3,39,49.4,1.7,46,1.0,2,3,0.0
6,0,45,26.9,1.9,10,0.0,9,0,1.0
2,6,24,36.7,2.0,45,1.0,2,9,0.0
6,2,21,21.4,2.0,11,0.0,11,1,1.0
0,6,33,38.4,2.4,34,1.0,0,7,0.0
6,6,39,41.5,2.6,56,1.0,2,5,0.0
6,0,36,35.2,2.3,19,0.0,8,0,1.0
0,2,48,53.1,3.3,72,1.0,0,2,0.0
6,0,29,51.2,1.9,28,0.0,4,0,1.0
6,2,42,39.3,2.4,35,0.0,7,2,1.0
0,6,9,28.2,1.7,33,1.0,0,11,0.0
6,1,53,32.2,2.1,14,0.0,11,0,1.0
6,4,53,45.7,2.4,27,0.0,7,2,1.0
0,6,29,38.6,1.1,46,1.0,0,7,0.0
0,6,28,27.6,0.0,37,1.0,0,10,0.0
6,4,49,50.1,3.0,28,0.0,6,2,1.0
0,6,15,38.2,0.8,31,1.0,0,8,0.0
0,6,18,30.2,1.2,52,1.0,0,11,0.0
2,6,19,36.3,0.0,43,1.0,1,11,0.0
6,0,43,47.2,1.7,37,0.0,7,0,1.0
2,0,34,59.0,1.8,43,0.0,1,0,1.0
0,6,15,36.1,5.6,40,1.0,0,9,0.0
0,5,47,54.8,5.4,43,1.0,0,3,0.0
6,2,64,44.4,1.3,40,0.0,8,0,1.0
0,6,38,45.7,1.6,47,1.0,0,5,0.0
0,6,27,38.4,2.0,53,1.0,0,9,0.0
4,6,19,35.4,0.0,51,1.0,1,9,0.0
4,6,13,25.2,4.7,28,1.0,4,11,0.0
4,6,32,46.1,1.8,57,1.0,1,10,0.0
2,6,27,36.1,0.0,38,1.0,1,7,0.0
0,6,35,39.3,2.2,48,1.0,0,8,0.0
0,6,32,46.4,1.7,45,1.0,0,8,0.0
0,6,31,37.4,1.8,34,1.0,0,8,0.0
4,2,58,41.5,2.2,38,0.0,6,1,1.0
6,2,55,37.5,1.2,21,0.0,8,1,1.0
4,6,8,20.4,0.8,23,1.0,2,11,0.0
6,2,64,59.4,0.1,56,0.0,4,2,1.0
0,6,22,36.5,0.4,34,1.0,0,8,0.0
6,2,34,23.8,3.8,12,0.0,10,1,1.0
2,6,24,37.2,3.0,48,1.0,0,11,0.0
6,0,46,44.2,0.2,38,0.0,7,0,1.0
6,0,40,38.2,2.3,28,0.0,9,0,1.0
0,6,26,34.2,1.9,43,1.0,0,8,0.0
6,0,32,26.2,1.8,13,0.0,11,0,1.0
6,4,34,23.8,4.0,8,0.0,11,2,1.0
4,6,8,16.6,4.6,18,1.0,4,11,0.0
0,6,25,38.4,3.5,44,1.0,0,9,0.0
1,6,19,32.8,2.3,50,1.0,0,11,0.0
4,6,3,24.4,3.8,19,1.0,2,11,0.0
4,6,43,51.5,1.8,47,1.0,2,3,0.0
5,2,44,53.2,1.0,46,0.0,3,2,1.0
0,6,13,28.0,3.1,34,1.0,0,11,0.0
2,6,32,44.6,4.1,36,1.0,2,7,0.0
4,6,15,24.9,2.6,24,1.0,3,8,0.0
6,1,49,37.8,0.6,31,0.0,7,0,1.0
6,2,59,44.8,1.4,33,0.0,9,2,1.0
4,2,52,46.4,0.9,55,1.0,3,3,0.0
6,2,51,50.3,1.4,42,0.0,6,1,1.0
0,6,25,41.1,1.0,44,1.0,0,9,0.0
6,0,46,48.0,1.9,31,0.0,8,0,1.0
6,2,49,35.8,0.2,17,0.0,10,1,1.0
0,6,51,43.9,0.5,65,1.0,0,7,0.0
6,0,42,37.2,1.6,16,0.0,8,0,1.0
6,0,55,46.1,3.1,52,0.0,5,0,1.0
6,2,42,32.2,0.0,18,0.0,10,1,1.0
6,0,39,44.5,1.3,38,0.0,6,0,1.0
6,0,32,30.3,0.6,21,0.0,10,0,1.0
6,4,57,47.2,1.6,48,0.0,4,3,1.0
6,4,36,22.7,0.2,6,0.0,10,3,1.0
2,6,26,36.2,0.7,56,1.0,0,9,0.0
0,6,43,43.3,1.1,48,1.0,0,8,0.0
6,6,21,32.7,2.3,43,1.0,7,7,0.0
1,5,51,63.9,3.2,67,1.0,0,3,0.0
6,0,55,45.9,2.3,25,0.0,10,0,1.0
6,0,30,30.8,4.3,20,0.0,10,0,1.0
2,6,29,38.4,0.7,50,1.0,2,8,0.0
1,6,37,48.7,0.4,52,1.0,0,7,0.0
6,0,62,43.9,2.7,23,0.0,11,0,1.0
1,6,27,39.2,0.0,41,1.0,0,10,0.0
6,0,46,41.4,0.2,31,0.0,7,0,1.0
4,2,41,56.2,2.6,66,1.0,0,0,0.0
6,4,55,54.1,1.7,30,0.0,7,1,1.0
6,0,46,43.0,1.9,40,0.0,7,0,1.0
0,6,46,44.9,1.0,21,1.0,0,5,0.0
6,0,36,28.2,0.0,8,0.0,10,0,1.0
6,0,42,43.2,2.7,36,0.0,10,0,1.0
6,0,37,36.2,1.4,28,0.0,9,0,1.0
6,0,53,41.2,4.4,27,0.0,8,0,1.0
6,0,46,46.9,0.3,29,0.0,8,0,1.0
0,6,28,31.8,1.8,37,1.0,0,10,0.0
4,6,24,39.4,6.5,31,1.0,3,7,0.0
4,6,13,21.8,1.8,42,1.0,3,11,0.0
6,2,49,35.9,4.5,14,0.0,6,1,1.0
6,0,47,44.4,0.2,43,0.0,6,0,1.0
5,0,31,45.0,8.2,26,0.0,4,0,1.0
2,6,16,28.8,1.1,48,1.0,1,11,0.0
0,6,18,35.5,2.1,37,1.0,0,8,0.0
6,0,40,31.6,2.6,23,0.0,11,0,1.0
6,0,47,36.0,6.3,18,0.0,10,0,1.0
0,6,16,36.0,2.7,48,1.0,0,11,0.0
4,0,67,60.3,2.8,39,0.0,2,0,1.0
6,0,49,43.4,2.7,30,0.0,3,0,1.0
6,0,60,35.8,2.4,22,0.0,10,0,1.0
0,6,25,38.4,2.5,36,1.0,0,7,0.0
4,6,35,36.4,1.6,41,1.0,4,5,0.0
0,6,19,33.9,3.2,48,1.0,0,11,0.0
2,6,24,38.9,2.2,51,1.0,1,8,0.0
6,0,43,31.3,0.1,26,0.0,10,0,1.0
6,0,59,55.3,0.5,51,0.0,5,0,1.0
0,6,40,53.2,2.1,39,1.0,0,3,0.0
6,0,61,47.8,2.4,35,0.0,7,0,1.0
6,0,44,40.5,0.0,27,0.0,8,0,1.0
2,0,36,47.6,6.2,27,0.0,3,0,1.0
6,2,50,46.5,4.0,42,0.0,6,1,1.0
3,5,33,46.5,2.7,40,1.0,1,4,0.0
6,0,44,52.6,5.1,41,0.0,5,0,1.0
4,0,52,44.6,0.5,56,0.0,4,0,1.0
6,0,37,28.1,0.8,13,0.0,11,0,1.0
0,6,21,31.7,1.0,44,1.0,0,10,0.0
0,6,19,35.0,3.3,48,1.0,0,7,0.0
2,3,49,55.8,0.6,41,0.0,3,2,1.0
6,2,38,32.5,1.6,11,0.0,10,0,1.0
6,0,51,38.9,1.4,23,0.0,7,0,1.0
0,6,24,31.8,4.3,24,1.0,0,6,0.0
6,0,44,56.0,1.3,32,0.0,3,0,1.0
4,6,13,17.8,0.7,18,1.0,2,11,0.0
6,2,47,41.3,1.0,29,0.0,9,1,1.0
0,6,36,45.9,1.2,53,1.0,0,7,0.0
6,2,47,42.9,0.8,43,0.0,5,1,1.0
4,6,43,35.4,1.5,28,1.0,3,5,0.0
4,6,0,14.9,1.4,24,1.0,6,11,0.0
6,0,37,34.1,0.3,20,0.0,7,0,1.0
6,0,14,21.1,4.2,1,0.0,10,0,1.0
2,6,29,31.9,0.7,51,1.0,2,5,0.0
0,6,32,53.9,1.7,43,1.0,0,5,0.0
6,0,39,29.1,1.2,25,0.0,11,0,1.0
6,0,32,27.2,1.5,7,0.0,10,0,1.0
2,6,5,20.9,0.3,33,1.0,2,11,0.0
6,4,48,40.2,0.8,23,0.0,6,3,1.0
6,0,57,21.4,0.0,16,0.0,11,0,1.0
6,4,37,27.5,2.4,22,0.0,10,2,1.0
4,0,55,39.7,1.1,31,0.0,3,0,1.0
0,6,25,33.5,4.3,32,1.0,0,10,0.0
6,4,48,45.3,0.1,40,0.0,6,3,1.0
6,0,38,29.2,0.1,19,0.0,10,0,1.0
0,6,7,26.7,2.8,23,1.0,0,11,0.0
0,6,20,37.1,2.8,42,1.0,0,9,0.0
6,0,40,33.4,2.4,24,0.0,9,0,1.0
6,0,36,27.7,0.7,9,0.0,9,0,1.0
2,6,26,36.2,0.0,40,1.0,0,7,0.0
4,6,55,47.0,2.6,53,1.0,2,4,0.0
0,5,48,51.2,2.5,43,1.0,0,5,0.0
6,2,32,35.0,1.6,20,0.0,8,2,1.0
6,0,43,30.9,0.0,19,0.0,8,0,1.0
0,6,24,40.4,2.4,41,1.0,0,8,0.0
0,6,27,42.1,2.3,40,1.0,0,7,0.0
6,0,35,35.9,2.5,20,0.0,8,0,1.0
2,6,21,30.6,1.1,46,1.0,1,7,0.0
6,4,38,33.0,0.9,23,0.0,8,2,1.0
6,0,31,30.8,0.6,18,0.0,11,0,1.0
6,0,32,37.0,1.5,20,0.0,6,0,1.0
6,0,49,65.1,4.3,57,0.0,5,0,1.0
0,6,16,28.4,0.2,37,1.0,0,10,0.0
6,4,43,26.2,4.2,15,0.0,10,1,1.0
2,6,33,37.6,0.6,38,1.0,1,7,0.0
0,6,18,33.2,1.4,51,1.0,0,9,0.0
0,6,31,42.4,2.5,39,1.0,0,6,0.0
4,6,22,37.0,2.8,31,1.0,4,8,0.0
0,5,45,43.5,0.0,57,1.0,0,4,0.0
0,6,43,42.5,0.8,49,1.0,0,10,0.0
4,2,50,52.0,1.0,58,0.0,3,1,1.0
0,6,31,32.6,0.1,51,1.0,0,10,0.0
6,0,33,32.5,0.0,26,0.0,11,0,1.0
0,6,17,25.0,0.2,33,1.0,0,11,0.0
0,6,10,27.1,0.2,30,1.0,0,10,0.0
2,4,74,56.2,0.0,66,0.0,3,2,1.0
6,2,40,47.4,2.1,48,0.0,5,1,1.0
0,6,23,33.4,0.0,52,1.0,0,10,0.0
6,0,50,35.8,1.0,31,0.0,8,0,1.0
4,0,43,44.6,0.0,35,0.0,5,0,1.0
6,2,40,40.5,5.4,26,0.0,7,2,1.0
0,6,30,43.2,4.8,50,1.0,0,10,0.0
4,6,39,55.5,2.6,51,1.0,1,6,0.0
0,6,24,38.5,1.8,54,1.0,0,8,0.0
6,0,39,31.0,2.3,12,0.0,10,0,1.0
2,6,3,20.8,0.0,34,1.0,0,10,0.0
2,6,27,43.5,2.7,39,1.0,1,8,0.0
2,6,18,30.2,0.2,21,1.0,1,10,0.0
5,4,31,34.0,0.0,16,0.0,5,1,1.0
0,4,68,76.7,0.7,71,1.0,0,4,0.0
0,6,24,42.0,0.1,43,1.0,0,8,0.0
4,6,48,42.8,0.9,54,1.0,1,7,0.0
6,2,23,31.0,7.6,7,0.0,8,1,1.0
6,0,53,49.9,2.5,43,0.0,5,0,1.0
4,6,19,28.6,0.8,42,1.0,3,10,0.0
0,6,14,32.9,1.4,38,1.0,0,9,0.0
6,0,47,44.1,0.1,34,0.0,7,0,1.0
0,6,19,38.2,1.7,34,1.0,0,9,0.0
4,0,52,53.9,1.4,35,0.0,3,0,1.0
6,4,29,23.6,0.4,10,0.0,10,3,1.0
6,2,32,28.8,0.0,15,0.0,10,2,1.0
2,6,31,33.2,0.7,37,1.0,1,7,0.0
0,6,17,33.9,0.0,41,1.0,0,7,0.0
6,0,49,42.1,2.2,23,0.0,7,0,1.0
0,6,21,39.1,1.8,36,1.0,0,8,0.0
6,0,56,41.2,0.0,32,0.0,8,0,1.0
6,4,30,32.9,0.1,28,0.0,5,5,1.0
6,2,69,36.5,0.2,36,0.0,5,2,1.0
6,4,36,43.6,3.1,34,0.0,7,4,1.0
0,6,27,37.2,0.0,31,1.0,0,8,0.0
6,0,17,26.2,2.8,5,0.0,10,0,1.0
0,6,11,33.2,1.7,32,1.0,0,9,0.0
6,0,38,32.6,0.3,19,0.0,9,0,1.0
2,6,29,42.8,0.2,39,1.0,2,7,0.0
6,0,45,27.3,0.0,22,0.0,11,0,1.0
6,0,44,38.3,0.6,25,0.0,7,0,1.0
6,2,50,48.4,0.9,46,0.0,7,2,1.0
6,1,55,56.9,1.3,50,0.0,5,0,1.0
6,4,43,30.0,1.9,21,0.0,6,4,1.0
6,2,38,39.8,0.6,33,0.0,8,1,1.0
0,6,9,27.4,1.1,22,1.0,0,8,0.0
6,0,34,38.7,0.4,24,0.0,8,0,1.0
4,0,38,46.0,2.4,39,0.0,4,0,1.0
2,6,15,23.3,1.5,38,1.0,1,11,0.0
0,6,11,23.9,1.3,41,1.0,0,10,0.0
4,6,18,30.5,5.7,26,1.0,3,10,0.0
6,0,44,42.7,0.2,21,0.0,6,0,1.0
6,0,35,41.3,0.3,25,0.0,7,0,1.0
6,0,55,45.7,0.7,26,0.0,4,0,1.0
6,2,34,28.4,0.1,13,0.0,9,3,1.0
4,0,41,44.4,0.9,42,0.0,4,0,1.0
0,6,26,37.2,0.2,48,1.0,0,9,0.0
6,0,36,28.4,2.5,9,0.0,9,0,1.0
4,6,53,58.0,1.8,64,1.0,2,4,0.0
4,6,31,36.1,2.6,33,1.0,3,5,0.0
6,0,38,41.9,3.1,20,0.0,8,0,1.0
5,2,35,39.9,1.5,37,0.0,5,2,1.0
0,6,34,35.2,0.8,51,1.0,0,10,0.0
0,6,17,25.8,1.1,38,1.0,0,10,0.0
6,4,48,34.8,0.1,21,0.0,8,3,1.0
0,6,37,41.3,1.1,50,1.0,0,9,0.0
6,5,30,41.4,7.1,25,0.0,8,2,1.0
0,6,11,31.0,1.0,34,1.0,0,11,0.0
2,0,67,53.9,0.9,67,0.0,3,0,1.0
0,6,17,27.3,0.7,24,1.0,0,10,0.0
0,6,16,32.1,0.8,30,1.0,0,6,0.0
4,0,44,38.4,2.3,30,0.0,4,0,1.0
0,6,19,31.7,2.1,30,1.0,0,9,0.0
4,4,38,63.0,3.2,54,1.0,4,3,0.0
0,6,12,36.3,0.6,37,1.0,0,7,0.0
6,0,24,23.4,0.1,11,0.0,11,0,1.0
4,6,4,19.9,1.3,16,1.0,3,11,0.0
2,6,26,40.1,3.6,49,1.0,1,9,0.0
6,4,37,33.7,0.9,20,0.0,6,5,1.0
4,0,37,35.9,3.9,20,0.0,5,0,1.0
4,6,44,47.2,1.0,31,1.0,5,4,0.0
6,2,22,23.3,4.0,4,0.0,11,1,1.0
2,6,23,24.8,0.0,35,1.0,1,8,0.0
6,2,43,34.4,1.2,22,0.0,9,0,1.0
6,4,56,39.5,1.8,27,0.0,7,1,1.0
6,0,32,32.7,0.6,20,0.0,8,0,1.0
6,0,28,36.7,2.0,9,0.0,10,0,1.0
4,2,52,36.7,1.3,24,0.0,5,2,1.0
0,6,22,38.4,0.4,51,1.0,0,11,0.0
4,0,63,67.3,4.2,66,1.0,2,0,0.0
6,4,30,19.0,0.2,3,0.0,11,2,1.0
6,2,39,35.9,1.0,21,0.0,8,2,1.0
2,5,29,39.8,1.7,29,1.0,2,4,0.0
4,6,27,36.7,2.3,35,1.0,1,7,0.0
0,6,10,32.4,3.5,28,1.0,0,11,0.0
5,6,40,39.3,2.4,37,1.0,2,4,0.0
6,0,42,45.8,4.3,34,0.0,5,0,1.0
0,2,48,55.0,3.7,73,1.0,0,3,0.0
6,0,62,45.4,0.7,46,0.0,8,0,1.0
6,2,39,28.0,1.0,22,0.0,8,2,1.0
4,6,45,40.4,0.0,43,1.0,3,3,0.0
2,6,20,37.8,0.2,38,1.0,1,3,0.0
6,0,42,32.6,1.9,13,0.0,11,0,1.0
6,0,34,27.4,1.3,20,0.0,11,0,1.0
5,2,57,52.4,1.6,47,0.0,4,2,1.0
0,6,15,23.6,0.1,24,1.0,0,10,0.0
6,0,26,23.3,3.9,9,0.0,11,0,1.0
6,4,17,18.0,3.6,4,0.0,10,6,1.0
6,4,39,40.4,3.8,31,0.0,4,5,1.0
6,2,52,52.7,2.0,40,0.0,4,1,1.0
1,6,21,31.4,0.0,51,1.0,0,10,0.0
0,6,18,32.0,0.2,27,1.0,0,8,0.0
6,2,50,41.8,1.9,33,0.0,5,1,1.0
2,6,14,30.8,3.1,35,1.0,1,9,0.0
0,6,25,32.5,1.2,38,1.0,0,10,0.0
2,6,32,41.2,4.5,38,1.0,1,7,0.0
4,6,11,25.3,1.5,38,1.0,2,10,0.0
0,6,17,30.9,2.2,43,1.0,0,10,0.0
5,6,31,30.3,0.7,22,1.0,5,6,0.0
4,6,31,40.1,1.9,48,1.0,2,7,0.0
0,6,40,43.9,0.9,37,1.0,0,9,0.0
6,0,37,35.3,0.7,19,0.0,9,0,1.0
0,6,15,25.0,1.5,32,1.0,0,11,0.0
6,2,39,30.2,2.2,20,0.0,10,1,1.0
6,0,53,34.5,0.0,31,0.0,8,0,1.0
0,4,38,47.0,1.3,51,1.0,0,4,0.0
6,2,38,27.7,2.5,18,0.0,9,2,1.0
6,0,43,40.1,2.7,32,0.0,7,0,1.0
0,6,29,36.0,0.0,39,1.0,0,9,0.0
6,0,49,46.8,1.9,29,0.0,6,0,1.0
6,0,47,47.4,0.1,41,0.0,10,0,1.0
6,0,51,42.3,0.4,29,0.0,8,0,1.0
6,2,57,32.9,1.5,26,0.0,11,1,1.0
3,4,43,58.4,0.8,37,0.0,3,4,1.0
6,0,46,46.4,3.1,33,0.0,9,0,1.0
6,0,47,42.9,3.4,39,0.0,7,0,1.0
4,6,22,40.1,2.2,35,1.0,2,7,0.0
6,0,29,33.2,0.0,13,0.0,10,0,1.0
2,6,15,23.5,2.2,26,1.0,2,10,0.0
5,5,34,45.3,1.5,34,1.0,1,4,0.0
2,6,20,31.5,1.3,49,1.0,0,9,0.0
2,6,36,44.8,3.7,48,1.0,1,8,0.0
0,6,14,23.5,1.2,35,1.0,0,8,0.0
6,0,55,52.5,0.1,53,0.0,6,0,1.0
0,6,15,31.5,1.7,47,1.0,0,10,0.0
4,6,21,23.6,1.2,33,1.0,4,10,0.0
4,6,40,42.6,1.8,40,1.0,2,6,0.0
0,4,40,47.4,3.2,50,1.0,0,7,0.0
6,0,37,37.4,0.1,14,0.0,5,0,1.0
2,6,16,28.8,1.7,38,1.0,1,10,0.0
4,4,59,57.5,1.9,50,1.0,2,4,0.0
0,6,24,32.2,0.2,31,1.0,0,10,0.0
4,2,49,56.8,0.3,48,1.0,3,2,0.0
6,0,36,30.3,1.4,15,0.0,9,0,1.0
6,0,59,43.7,1.6,25,0.0,8,0,1.0
0,6,52,47.0,0.2,59,1.0,0,5,0.0
2,2,46,52.5,5.0,37,0.0,3,2,1.0
0,6,24,38.6,3.8,42,1.0,0,8,0.0
0,6,41,51.6,0.2,51,1.0,0,6,0.0
0,6,24,36.4,2.7,42,1.0,0,7,0.0
4,4,55,70.4,0.1,67,0.0,4,4,1.0
0,6,22,43.4,5.3,43,1.0,0,6,0.0
0,6,26,35.5,0.2,49,1.0,0,10,0.0
0,6,22,41.5,2.6,41,1.0,0,9,0.0
0,6,25,36.1,2.9,52,1.0,0,8,0.0
0,6,42,33.7,0.0,44,1.0,0,11,0.0
4,6,20,31.4,3.0,41,1.0,4,8,0.0
1,0,59,56.4,1.6,48,0.0,2,0,1.0
6,0,53,43.3,3.5,45,0.0,4,0,1.0
6,4,37,42.3,0.2,28,0.0,4,2,1.0
0,6,19,30.8,0.2,46,1.0,0,8,0.0
2,6,27,38.7,0.5,33,1.0,2,5,0.0
0,6,16,38.6,3.2,52,1.0,0,10,0.0
6,2,41,36.0,0.0,29,0.0,10,1,1.0
4,6,25,47.4,2.2,40,1.0,2,4,0.0
2,6,18,33.7,1.3,38,1.0,1,8,0.0
0,6,11,27.1,2.6,37,1.0,0,11,0.0
6,0,55,33.6,2.1,22,0.0,11,0,1.0
0,6,14,34.7,0.0,42,1.0,0,8,0.0
0,6,25,40.6,2.5,44,1.0,0,10,0.0
4,6,21,32.2,0.0,45,1.0,2,10,0.0
4,2,54,48.0,3.5,47,0.0,2,1,1.0
0,6,22,24.2,0.0,43,1.0,0,11,0.0
6,0,39,48.7,2.1,38,0.0,6,0,1.0
4,2,53,54.9,4.0,26,0.0,4,1,1.0
4,4,27,35.1,2.1,35,1.0,6,2,0.0
2,3,39,58.0,1.5,51,1.0,2,3,0.0
6,0,50,36.9,0.1,27,0.0,9,0,1.0
2,6,16,31.7,4.4,48,1.0,1,10,0.0
6,2,41,38.9,2.0,28,0.0,6,1,1.0
6,0,56,47.8,0.0,32,0.0,9,0,1.0
0,6,37,48.3,0.0,47,1.0,0,4,0.0
4,6,36,46.8,2.0,56,1.0,2,7,0.0
6,2,58,47.4,0.0,42,0.0,8,2,1.0
4,6,36,37.9,2.4,49,1.0,4,7,0.0
6,0,52,37.5,2.2,37,0.0,7,0,1.0
6,3,55,45.6,5.5,34,0.0,6,2,1.0
0,6,22,31.9,3.6,29,1.0,0,8,0.0
2,5,38,49.6,2.3,52,1.0,2,5,0.0
6,4,45,44.0,1.9,29,0.0,5,4,1.0
6,0,55,38.0,2.3,20,0.0,10,0,1.0
0,6,22,34.4,1.3,57,1.0,0,10,0.0
5,0,39,38.9,0.3,20,0.0,5,0,1.0
6,4,39,32.2,0.2,30,0.0,9,4,1.0
0,6,28,42.4,0.3,47,1.0,0,9,0.0
6,0,22,29.4,3.4,10,0.0,10,0,1.0
6,2,34,42.8,2.1,35,0.0,6,1,1.0
0,6,22,39.0,2.7,46,1.0,0,8,0.0
4,2,49,47.0,0.8,35,0.0,4,2,1.0
0,6,21,34.2,2.8,44,1.0,0,7,0.0
4,6,18,35.4,0.7,30,1.0,2,8,0.0
1,4,46,43.6,1.4,43,1.0,0,6,0.0
6,0,27,43.4,0.2,33,0.0,6,0,1.0
0,6,16,27.6,1.0,44,1.0,0,10,0.0
4,6,34,47.6,4.4,44,1.0,3,7,0.0
0,6,18,33.5,3.3,43,1.0,0,9,0.0
6,1,45,37.5,0.4,20,0.0,8,0,1.0
4,6,29,33.6,0.7,31,1.0,1,7,0.0
4,6,51,60.0,1.3,50,1.0,1,5,0.0
6,0,44,33.4,0.0,30,0.0,9,0,1.0
0,6,20,31.7,4.1,29,1.0,0,10,0.0
4,6,53,50.7,1.3,56,1.0,3,6,0.0
6,0,58,41.3,0.9,22,0.0,9,0,1.0
2,6,25,35.8,2.8,43,1.0,1,7,0.0
0,6,23,36.9,0.9,38,1.0,0,10,0.0
4,4,25,45.4,1.7,30,1.0,1,6,0.0
2,6,49,47.6,2.1,48,1.0,0,6,0.0
6,4,39,33.2,1.6,25,0.0,8,3,1.0
6,2,44,31.8,1.8,14,0.0,10,1,1.0
0,6,22,29.8,0.0,52,1.0,0,11,0.0
4,2,44,37.7,1.1,41,1.0,3,3,0.0
4,6,18,25.6,1.7,26,1.0,2,11,0.0
6,4,43,46.6,1.2,42,0.0,6,3,1.0
6,0,45,47.5,0.8,37,0.0,7,0,1.0
0,6,34,47.8,4.3,44,1.0,0,5,0.0
2,6,17,31.0,0.3,29,1.0,2,8,0.0
4,6,21,37.9,2.0,37,1.0,1,7,0.0
6,0,63,58.6,3.8,42,0.0,4,0,1.0
4,0,54,64.2,1.8,44,0.0,4,0,1.0
2,6,21,30.7,4.5,36,1.0,1,11,0.0
0,6,30,50.8,2.8,33,1.0,0,6,0.0
6,2,50,31.0,1.8,27,0.0,10,1,1.0
